Id,SalePrice
1461,121279.1784588634
1462,160187.21686302405
1463,181782.72809959739
1464,190146.55343988517
1465,187571.57626428746
1466,174520.66589781988
1467,177417.52632701315
1468,166086.90546063238
1469,184092.18144035977
1470,127278.67744536285
1471,199168.85384652045
1472,94188.65602252715
1473,97290.01179745377
1474,150520.74526339033
1475,124523.07921936005
1476,363574.66071916895
1477,238641.81258032005
1478,282739.19701110985
1479,264712.01140814176
1480,485039.57810489833
1481,323105.3401912052
1482,200708.1821587952
1483,175960.82796712712
1484,167241.84739704418
1485,181770.5729822973
1486,193149.22535849654
1487,334067.4489511311
1488,233698.633890499
1489,193107.78368886304
1490,216990.07995994418
1491,189714.12325645314
1492,92627.67272128974
1493,180833.14435630335
1494,295195.6584032417
1495,284214.89120836696
1496,235900.70590707884
1497,185056.19601088163
1498,167356.03456131966
1499,162856.67816512025
1500,156946.64401457476
1501,175791.06025933978
1502,149266.6504676235
1503,269827.8987418778
1504,235704.012412148
1505,224829.51222008368
1506,187343.10689443236
1507,234787.51306900475
1508,205486.45033886062
1509,155156.07855858825
1510,148110.24988912177
1511,148639.5388357464
1512,166519.54536396914
1513,147294.4930657543
1514,169529.23312584142
1515,193510.26969895136
1516,147405.75775351614
1517,156884.68241379448
1518,132331.5095605246
1519,221290.60173806667
1520,133125.6968935129
1521,134658.2358507149
1522,168645.64710219248
1523,113946.321581617
1524,124816.55663627989
1525,120998.95648521431
1526,115894.75220349431
1527,108927.51413188314
1528,138121.36666084494
1529,144877.67228261076
1530,172567.25384986933
1531,113323.090530201
1532,102039.04309587265
1533,146620.5254403185
1534,126023.37973028113
1535,150294.06756963607
1536,115143.47084550431
1537,62753.90588771598
1538,149197.26357673996
1539,191244.41729193006
1540,98289.88039410046
1541,137731.2795501747
1542,142989.68391116432
1543,197121.2417080805
1544,86621.65272135023
1545,112118.69708123693
1546,131618.66374396347
1547,136225.95804649795
1548,135899.2113825377
1549,114179.00456391899
1550,134856.09736937555
1551,115544.51685211585
1552,136051.14013586068
1553,139250.88715702097
1554,115242.76442123005
1555,165136.91552021657
1556,89947.95488912394
1557,111322.38417215749
1558,94693.91537489546
1559,90429.30577825232
1560,134644.1625162193
1561,145497.59752219683
1562,131997.8375444098
1563,124259.4180499875
1564,158043.8622960901
1565,144069.7441940297
1566,237839.17645861153
1567,78360.69042584946
1568,235701.71421446482
1569,145175.7148823389
1570,135631.46754909915
1571,120446.68979876407
1572,144173.84535161563
1573,215619.16708234238
1574,117563.16773447843
1575,204573.24354426182
1576,228824.80595940864
1577,184495.16743982997
1578,143101.52443907585
1579,140949.24726969597
1580,193821.08361553506
1581,151422.1474486157
1582,128080.2979262627
1583,313139.7418477242
1584,223729.1119179006
1585,141987.660919275
1586,69857.86527386309
1587,96030.35652044411
1588,143919.56009690862
1589,100015.86317494878
1590,132478.54970897167
1591,92351.47022835242
1592,122724.5704753284
1593,124349.22145156523
1594,135196.46370914855
1595,113259.82946140585
1596,226981.7448785281
1597,182370.44124242954
1598,199317.9181548204
1599,160272.77585806957
1600,162339.59100618685
1601,70730.7600992691
1602,113423.70708466685
1603,86191.0280741334
1604,262612.95076265093
1605,242435.10128854416
1606,171312.0259416918
1607,179808.58775667695
1608,210601.50743529902
1609,181242.71177557006
1610,149256.84382649956
1611,141608.95376779826
1612,165602.61042247
1613,168701.70253974656
1614,125561.59921872
1615,89219.2072573808
1616,76849.2088230014
1617,95506.94439376747
1618,126849.63403598448
1619,137710.5735723088
1620,165934.60004053442
1621,133392.9241642761
1622,141994.1275670146
1623,270084.88477724924
1624,203025.98994608867
1625,119532.24147426362
1626,170341.43557379037
1627,188356.03799112025
1628,259021.92840002122
1629,175728.14958317537
1630,335772.4734241753
1631,214261.6663629652
1632,228382.50711027515
1633,175625.22833393846
1634,181635.05352985204
1635,177471.68989306182
1636,153614.77226109794
1637,196011.02512531585
1638,188361.6262991354
1639,183321.7039208453
1640,253165.29176586814
1641,177359.22843463602
1642,229929.05549814476
1643,219093.17897812888
1644,222706.86910591676
1645,197273.02676006025
1646,160321.74991640516
1647,162890.99503774647
1648,131781.44416495904
1649,142055.92302875497
1650,119708.98003443023
1651,123858.67354132816
1652,96661.04215069326
1653,97370.8018246856
1654,148444.72897849214
1655,149788.80820325602
1656,146393.3624889197
1657,150574.53428925577
1658,150266.55951838582
1659,134529.0681990961
1660,154950.12335310635
1661,448203.10789920745
1662,392698.9742384676
1663,376320.17240856553
1664,435117.70904602885
1665,288178.13746992254
1666,323070.2345559784
1667,374303.73466921755
1668,313837.8480349538
1669,286240.83234226226
1670,339690.68330623955
1671,263568.93583153683
1672,463390.75514081644
1673,281535.3990940464
1674,237762.7112162215
1675,183867.5072832347
1676,186004.35319989113
1677,206687.30911241221
1678,435783.05901737633
1679,370549.00641881075
1680,320391.4790337477
1681,239523.4141517449
1682,291344.72410599893
1683,183833.14687272313
1684,174718.37955038762
1685,171904.17797806536
1686,169957.98948957358
1687,167852.98524863136
1688,184974.8403037663
1689,189362.06885359212
1690,192375.16105572766
1691,185943.28984653152
1692,250464.7354194303
1693,171604.1441298266
1694,180483.36159699762
1695,166595.36288801066
1696,266005.6910081617
1697,169528.92319075402
1698,352817.9859973996
1699,323735.936730211
1700,232450.50752776198
1701,254418.03686656905
1702,234348.24359296839
1703,243814.2235370406
1704,274706.61753478955
1705,228940.99721437978
1706,367398.5690812492
1707,203820.16021257054
1708,198368.6484637608
1709,260806.92294184575
1710,213285.08075714923
1711,263128.6444488715
1712,254095.75684368794
1713,269949.7301686535
1714,214070.35785495286
1715,204095.7406299103
1716,179011.96069456637
1717,172997.45947362407
1718,131968.3197620709
1719,200573.7952781581
1720,238110.19595314894
1721,167175.1136283758
1722,121674.91946368288
1723,155665.01404294654
1724,204633.94893287023
1725,229755.5221777097
1726,182945.00798495393
1727,160226.14082803906
1728,178508.7724387164
1729,162454.16240031892
1730,143893.9397661757
1731,122767.15180424413
1732,128797.4585901186
1733,118495.17814001376
1734,125879.72703449512
1735,131816.82164489073
1736,117263.66580733741
1737,310433.6723452347
1738,227323.01774016133
1739,261501.31936257824
1740,204397.45155274283
1741,188118.3617139655
1742,171265.44095711948
1743,174920.4623142587
1744,285150.2694436216
1745,220650.44122451774
1746,189062.0699666662
1747,218081.47532562015
1748,219595.89660673417
1749,153790.29313402565
1750,129343.39076292439
1751,233962.4843605156
1752,122260.66011271608
1753,147705.61966429453
1754,199490.83310523245
1755,166486.8879692628
1756,134215.35551811018
1757,122092.58962748258
1758,142536.04062071687
1759,162551.37991854222
1760,164772.03577464065
1761,147276.1911254288
1762,174891.61138648615
1763,168904.6461444579
1764,113370.18093810238
1765,158737.68959227268
1766,183084.07334503706
1767,216227.5231060979
1768,139750.102777718
1769,178145.54279298548
1770,150401.4836863358
1771,119216.22139066106
1772,133784.05297104092
1773,136079.3119329983
1774,143351.08164429804
1775,135662.56703820926
1776,121809.98918524911
1777,116156.4215338401
1778,138534.2962976688
1779,111639.4083848255
1780,173004.11853012457
1781,125554.0454687445
1782,91296.14387427278
1783,144859.55359752633
1784,102458.35449185623
1785,116347.17673757901
1786,141353.39199570255
1787,158150.83619970418
1788,60815.77642547619
1789,92758.49787950599
1790,81209.17657861939
1791,176855.5289574032
1792,156661.98519312465
1793,134209.06196263444
1794,148550.28570018223
1795,133230.8151489838
1796,114607.38842371717
1797,104999.11861425076
1798,122308.40047296425
1799,110289.98722693413
1800,126610.76832001079
1801,133849.29777820606
1802,126063.5754915759
1803,149080.80805786265
1804,140297.98893040445
1805,138504.43685821406
1806,123911.25611708597
1807,137322.25538146784
1808,115514.5967550984
1809,116306.97913540385
1810,134887.30033506692
1811,100460.84891221157
1812,97974.70952066677
1813,122856.9803766794
1814,98703.82251484068
1815,56664.804236561584
1816,101654.66504630484
1817,110471.48914977415
1818,144205.90173470456
1819,123881.82711165707
1820,66698.86374268457
1821,112908.44848667314
1822,142580.4904886546
1823,48905.289899823634
1824,134361.8683161614
1825,133532.89476552696
1826,105261.29381844033
1827,105676.34223828407
1828,140343.25553455445
1829,116546.77473321611
1830,138427.41925650844
1831,146011.6003235049
1832,92581.32729969254
1833,141212.0161597861
1834,117163.08054267585
1835,142978.97409799817
1836,129187.96302993967
1837,91339.84811241161
1838,127780.02869705898
1839,98524.46731989618
1840,153336.71860634562
1841,144661.9203020581
1842,91416.86232400677
1843,134129.42418109905
1844,128470.10266092523
1845,145140.6624909202
1846,152703.02145274868
1847,168883.39809731333
1848,56051.630408547404
1849,106598.10841270436
1850,118621.3823570296
1851,148157.06245713474
1852,127600.02494400753
1853,130067.4057590981
1854,164633.44020187666
1855,137127.35476348439
1856,217163.99512988646
1857,135998.66012693674
1858,135538.22096697736
1859,114795.19842280792
1860,148750.9787769821
1861,115611.07241926121
1862,299918.8322886413
1863,282395.94896171935
1864,282399.92193867586
1865,303840.45759682293
1866,305079.5812454958
1867,229265.5652690634
1868,306775.62349556346
1869,205074.60723664807
1870,216905.36823267472
1871,244420.76345431685
1872,170655.03931572975
1873,245318.99779226037
1874,141541.39107167325
1875,199266.2824382037
1876,195309.04248064212
1877,211527.06238769332
1878,205366.90130533444
1879,129082.4443718243
1880,135379.45292935314
1881,249376.6937436992
1882,245610.78441186293
1883,189233.26218122584
1884,204829.6564158279
1885,233059.28087398535
1886,294994.5711731894
1887,207149.7452134215
1888,269271.42310398153
1889,161234.02708071753
1890,124134.60679075705
1891,129687.77370243472
1892,107053.59168356576
1893,132135.31331825088
1894,130423.93412848299
1895,135099.0433548656
1896,121998.20608747838
1897,115300.37221963442
1898,116222.02299316267
1899,148923.21206932998
1900,154784.28716632523
1901,164994.32216016122
1902,139648.3195709272
1903,210796.88308690826
1904,134887.98583965708
1905,194755.01073891146
1906,164147.60958012415
1907,205042.98918591544
1908,107722.69726519106
1909,138500.64829408625
1910,123537.59078826799
1911,211159.31761620232
1912,294145.4251895604
1913,137904.34400792175
1914,61656.9669638991
1915,301720.456850869
1916,64122.44848098934
1917,239870.46601764899
1918,142904.18557533965
1919,165380.14643159276
1920,154838.80997404238
1921,384021.1832447909
1922,291790.7033598517
1923,218367.7834766606
1924,232118.47727000903
1925,200296.65324696142
1926,368305.1339230382
1927,133396.1275831334
1928,160978.11081496684
1929,126046.70389608585
1930,123301.87693358469
1931,139816.25543996054
1932,135525.00572622055
1933,169767.23887576663
1934,179540.96635512658
1935,172858.99106938322
1936,183178.4948357957
1937,183611.74563142378
1938,168201.28068765718
1939,232344.30446688394
1940,186757.86014853592
1941,174751.3992107933
1942,184217.6822510771
1943,202315.51999981215
1944,320821.2195698848
1945,366266.1787460256
1946,150515.14848406747
1947,270642.1964328059
1948,179807.3766521617
1949,236936.91305718588
1950,187087.09599319252
1951,259447.1507961159
1952,229828.61479405654
1953,167652.76693629057
1954,183535.06197660608
1955,135654.89674806854
1956,290214.9234973052
1957,154954.32587096916
1958,307889.1056893741
1959,145686.5643928006
1960,111426.213226866
1961,120655.59583944148
1962,95634.6360282839
1963,106345.20159057119
1964,110053.78806709388
1965,149658.72507934162
1966,144818.9479269102
1967,285234.6758137112
1968,405093.9442895768
1969,378381.2993084697
1970,424116.6858784618
1971,413943.676490298
1972,361791.7734128438
1973,249882.41713773448
1974,314871.2008115233
1975,464928.41562991164
1976,270703.54191651347
1977,353875.18635961233
1978,335865.3544845401
1979,312652.57236136746
1980,194801.84580002152
1981,334244.9498538686
1982,215562.02564434652
1983,199474.09944019222
1984,167749.58323938464
1985,223166.44137222992
1986,210797.69012190725
1987,171388.6922598414
1988,174874.9699462208
1989,191616.64333142617
1990,208094.50035080127
1991,216478.7474906911
1992,213616.52241059864
1993,173953.7338891983
1994,232104.1755692688
1995,182553.637068147
1996,250941.29131848586
1997,313681.21083793975
1998,328501.9922805794
1999,253748.19838697516
2000,316585.01223271084
2001,275181.4415378334
2002,233123.860440876
2003,249714.93340977575
2004,268607.9665442479
2005,221146.8832736263
2006,215594.0280002571
2007,242012.77042769338
2008,203436.03700989584
2009,191664.1467090037
2010,190139.49510856115
2011,136763.93422558243
2012,171623.56572972483
2013,176977.04697618284
2014,181441.57992143882
2015,197508.84444340647
2016,186436.43865870484
2017,196629.2572795817
2018,125234.55793723758
2019,136567.21315145714
2020,107687.58108132749
2021,107937.21304888892
2022,185342.88422317794
2023,141148.3771127805
2024,247241.69033892412
2025,374539.9385733234
2026,175373.71234721912
2027,157574.96490981375
2028,156804.08153272705
2029,170860.14385015494
2030,273949.57029338495
2031,238576.843556522
2032,247156.38262092907
2033,268651.6730793404
2034,171795.79557499124
2035,215086.0992766929
2036,200409.9569476124
2037,208362.53685012728
2038,303953.5824864818
2039,207153.02025333245
2040,310919.2700931565
2041,286575.8678491752
2042,206189.71224583912
2043,173584.20107069434
2044,172212.79307249983
2045,217018.42080770034
2046,145468.197543339
2047,142645.6266175407
2048,142174.5223757504
2049,139941.58699093814
2050,172817.38441501267
2051,102393.37204256462
2052,127316.85192757638
2053,149270.15502576562
2054,87145.75025692988
2055,151109.82960225808
2056,139872.9519233459
2057,114614.6735956144
2058,218080.24468822335
2059,131259.91384569407
2060,170402.79811601096
2061,175006.5019497665
2062,129178.35256065104
2063,114531.41853932537
2064,137712.9343031442
2065,112840.06970440874
2066,167927.3762199343
2067,114422.6002910723
2068,146839.93434184408
2069,84524.88375133403
2070,114194.75034965268
2071,99894.85255750587
2072,133353.64114289507
2073,135216.59868338736
2074,187584.23588284076
2075,144814.3223323632
2076,118947.54843146594
2077,154594.32011607112
2078,129850.49609626485
2079,128660.27112311745
2080,118270.34900396263
2081,123484.32257597324
2082,127153.20899723723
2083,141025.08022566588
2084,112031.30767463779
2085,117707.90506086338
2086,100074.69907750767
2087,119021.53225947279
2088,106017.15957197564
2089,82774.55991855467
2090,131807.4240594337
2091,119447.0998578542
2092,128214.84515013034
2093,120265.11175103106
2094,122604.79470436371
2095,144634.84814540882
2096,83001.97651378166
2097,97723.09119470973
2098,138475.59814354783
2099,57083.06032614063
2100,82580.68921642714
2101,122883.12714390211
2102,132075.70867607152
2103,103505.5308582128
2104,133645.30809793598
2105,125290.64862489206
2106,67168.3411015771
2107,210887.04924869607
2108,115751.26818044299
2109,110052.69012799098
2110,131110.00729626257
2111,141115.25814938542
2112,137752.49515009797
2113,123245.81489498517
2114,121424.71897684119
2115,157020.5018065452
2116,115550.69409497544
2117,148656.8867293044
2118,124759.0641928762
2119,111339.38371387952
2120,116309.85290311533
2121,93097.6888878604
2122,118302.02138244406
2123,87693.99590806554
2124,165472.42187096714
2125,125696.81657087694
2126,147797.72306189456
2127,152371.23045609499
2128,124877.05337156798
2129,94071.28830586429
2130,131794.93946057913
2131,137092.94229834506
2132,113269.19104233476
2133,124522.8309572258
2134,123280.59736098125
2135,98716.46944317454
2136,70383.49963641893
2137,113921.42397624328
2138,132097.43691988886
2139,151380.67349991202
2140,138013.29997135387
2141,141141.83376301095
2142,127854.2430251546
2143,144182.88919530582
2144,125203.89279744722
2145,138083.54416333005
2146,157667.8360282461
2147,147424.51688999197
2148,130773.67343290197
2149,137773.7694393987
2150,224991.84991467668
2151,123486.97506039192
2152,178176.4276505716
2153,159903.7241818713
2154,104415.21550693491
2155,132028.7888785755
2156,237612.96081085718
2157,236953.35608053298
2158,227155.98716446984
2159,205862.14479664536
2160,176267.77804097784
2161,235535.30278598977
2162,393705.2970798897
2163,330124.2103013583
2164,243040.73878035822
2165,195769.2864476382
2166,149047.66774270692
2167,213478.60322981564
2168,196035.97085015316
2169,191010.01833420177
2170,217363.4980256039
2171,150971.91363104092
2172,132866.22195549676
2173,163055.9413313038
2174,222590.38836324672
2175,300877.1310350897
2176,316018.9208051006
2177,232602.36900377646
2178,213801.87518483467
2179,141047.87065763772
2180,212133.16581658582
2181,186333.88278112144
2182,213394.53651477775
2183,188350.81488101775
