Id,SalePrice
1461,125106.24
1462,155015.5
1463,178684.0
1464,179261.74
1465,200298.53
1466,176735.4
1467,167323.36
1468,171613.22
1469,179083.21
1470,119403.3
1471,200281.61
1472,94447.0
1473,96640.0
1474,152584.82
1475,142362.68
1476,398279.06
1477,251857.08
1478,306418.74
1479,249035.85
1480,475041.99
1481,305627.07
1482,210217.9
1483,172200.29
1484,178040.76
1485,173208.35
1486,195236.58
1487,331526.65
1488,246522.21
1489,213354.9
1490,201988.36
1491,187805.81
1492,94190.31
1493,167357.19
1494,295692.33
1495,299215.96
1496,223157.13
1497,192746.23
1498,152872.29
1499,152307.41
1500,150906.24
1501,171163.83
1502,168010.38
1503,293810.1
1504,233916.49
1505,218357.48
1506,181034.0
1507,223781.5
1508,193638.0
1509,163267.5
1510,151452.5
1511,150484.5
1512,172368.0
1513,147645.1
1514,155326.24
1515,178081.74
1516,157303.17
1517,156419.87
1518,130410.97
1519,222691.42
1520,138252.5
1521,143681.25
1522,158687.01
1523,112545.5
1524,124332.16
1525,120968.06
1526,126569.0
1527,102075.15
1528,127328.0
1529,140640.54
1530,164964.0
1531,128842.9
1532,109945.5
1533,146595.5
1534,118102.76
1535,153656.0
1536,115929.07
1537,77565.52
1538,184115.26
1539,240130.75
1540,113487.17
1541,148423.68
1542,147654.08
1543,216021.16
1544,80956.5
1545,104442.0
1546,121402.21
1547,141745.0
1548,136545.96
1549,113275.5
1550,147974.22
1551,117494.49
1552,145961.0
1553,145255.17
1554,115045.74
1555,179789.24
1556,95356.81
1557,126147.34
1558,92422.97
1559,118065.51
1560,147513.75
1561,151960.0
1562,126980.33
1563,124188.16
1564,163750.67
1565,155418.19
1566,221950.1
1567,79450.05
1568,223974.8
1569,146431.82
1570,130678.5
1571,132005.34
1572,145246.5
1573,235617.27
1574,117087.84
1575,208375.8
1576,205437.78
1577,203563.95
1578,148423.91
1579,144041.2
1580,186491.5
1581,145564.75
1582,130575.5
1583,328912.34
1584,235486.9
1585,140518.0
1586,74159.9
1587,105063.16
1588,154293.62
1589,101010.23
1590,130750.87
1591,104823.84
1592,122800.36
1593,116446.12
1594,142733.3
1595,113446.59
1596,226371.52
1597,168678.59
1598,180214.46
1599,218749.03
1600,194589.78
1601,82056.11
1602,115359.02
1603,100731.36
1604,280939.28
1605,246898.8
1606,167944.0
1607,164991.52
1608,215637.0
1609,201914.48
1610,157840.85
1611,151938.14
1612,167678.03
1613,162696.13
1614,121728.5
1615,88970.0
1616,82890.0
1617,91241.5
1618,126761.5
1619,131503.33
1620,148768.05
1621,132905.66
1622,153064.03
1623,285589.75
1624,208453.77
1625,127715.21
1626,169239.0
1627,180672.9
1628,283409.82
1629,174577.14
1630,359125.46
1631,222508.08
1632,248193.58
1633,169255.61
1634,174822.4
1635,173711.9
1636,158526.57
1637,174207.67
1638,213082.95
1639,173655.0
1640,248101.35
1641,174652.5
1642,224350.82
1643,222374.64
1644,228349.18
1645,185045.5
1646,156284.0
1647,163226.9
1648,140402.55
1649,137790.5
1650,122056.1
1651,123975.58
1652,92249.0
1653,99195.0
1654,152030.4
1655,153793.85
1656,148607.64
1657,150890.0
1658,150264.54
1659,144325.68
1660,142843.37
1661,446544.28
1662,389090.05
1663,369625.23
1664,475360.61
1665,312654.57
1666,334647.31
1667,339210.94
1668,327562.24
1669,299788.74
1670,329882.4
1671,256358.41
1672,479796.8
1673,299996.43
1674,257832.36
1675,184686.07
1676,186481.43
1677,215898.8
1678,469662.72
1679,375972.58
1680,322968.58
1681,273515.5
1682,301422.35
1683,186711.3
1684,168968.4
1685,167995.71
1686,164899.84
1687,167755.45
1688,181367.46
1689,184100.1
1690,180865.92
1691,175336.91
1692,270690.6
1693,170499.48
1694,178554.0
1695,167717.57
1696,258577.97
1697,170304.51
1698,345377.62
1699,325279.27
1700,234941.19
1701,263827.17
1702,250473.93
1703,251571.3
1704,299478.54
1705,235733.16
1706,466692.73
1707,223883.88
1708,224069.35
1709,288057.64
1710,223401.79
1711,272725.74
1712,238927.12
1713,245808.02
1714,222163.69
1715,199252.79
1716,163664.73
1717,155637.95
1718,138002.46
1719,201244.8
1720,256848.78
1721,156038.02
1722,129967.61
1723,156990.52
1724,210868.04
1725,227739.69
1726,183069.5
1727,165855.53
1728,181277.65
1729,162155.56
1730,150557.71
1731,122251.9
1732,132166.66
1733,123447.48
1734,131166.41
1735,132611.5
1736,115687.49
1737,372331.88
1738,211003.03
1739,275496.0
1740,195747.61
